video_name,video_id,like_count,view_count,comment_count
Michael Nielsen: Open science now!,DnWocYKqvhw,940,94013,30
Alexander Tsiaras: Conception to birth -- visualized,fKyljukBE70,20864,3686620,1850
Yves Rossy: Fly with the Jetman,x2sT9KoII_M,21963,7303255,2166
Thomas Suarez: A 12-year-old app developer,Fkd9TWUtFm0,225262,11560679,0
Cynthia Kenyon: Experiments that hint of longer lives,V48M5j-6zdE,1483,96214,273
Robin Ince: Science versus wonder?,z9sa2ZAqHl0,1844,83330,226
Gabe Zichermann: How games make kids smarter,O2N-5maKZ9Q,2629,276085,184
Natalie Warne: Being young and making an impact,FszSc7Fb8ss,1202,224264,67
Phil Plait: How to defend Earth from asteroids,rjECbQ1r-k0,2584,149442,322
"Péter Fankhauser: Meet Rezero, the dancing ballbot",ACohrH64YKs,1554,132131,181
Joe Sabia: The technology of storytelling,pkZtRzc9rFQ,1822,158054,233
Britta Riley: A garden in my apartment,YhvfOlPYifY,11465,1055772,448
Amy Purdy: Living beyond limits,N2QZM7azGoA,14831,1243598,545
Damon Horowitz: Philosophy in prison,cMXFiYhm79g,2336,168148,222
Annie Murphy Paul: What we learn before we're born,stngBN4hp14,2494,293738,158
"John Bohannon: Dance vs. powerpoint, a modest proposal",Qprd1VNNNec,204,12099,10
Charles Limb: Building the musical muscle,bTE0MRRXNzs,1625,112417,156
Kathryn Schulz: Don't regret regret,ka8L1YMR88U,9546,480076,621
Leslie Dodson: Don't misrepresent Africa,YuYyq_7KhjA,132,47986,12
Sarah Kay: How many lives can you live?,0snNB1yS3IE,140914,6449335,3652
Srdja Popovic: How to topple a dictator,5uj_mzEqFRk,89,6298,13
Luis von Ahn: Massive-scale online collaboration,p5v7h4wQDPg,69,2536,5
Cheryl Hayashi: The magnificence of spider silk,xossR6eHv3I,2460,159847,213
Yoav Medan: Ultrasound surgery -- healing without cuts,9-M6lv57394,155,8420,11
Stefon Harris: There are no mistakes on the bandstand,7shXEFuxHAA,2121,161549,172
Klaus Stadlmann: The world's smallest 3D printer,D2IQkKE7h9I,452,119797,29
David Damberger: What happens when an NGO admits failure,HGiHU-agsGY,1331,185429,82
Monika Bulaj: The hidden light of Afghanistan,7UOEk-YkxdU,403,34079,83
Quyen Nguyen: Color-coded surgery,-j2XrT0QN5A,1634,103792,146
Pavan Sukhdev: Put a value on nature!,A-QpKiU-NHo,1514,118765,113
Homaro Cantu + Ben Roche: Cooking as alchemy,ttDM6ZtLUL4,1100,96985,160
Ramona Pierson: An unexpected place of healing,CTEhgUmSrro,710,47443,112
Roger Doiron: My subversive (garden) plot,geggxPxS-F8,0,43,0
Thomas Pogge: Medicine for the 99 percent,rsQ0wDmlyG8,0,14,0
Antonio Damasio: The quest to understand consciousness,LMrzdk_YnYY,8303,583687,697
Sheila Nirenberg: A prosthetic eye to treat blindness,Aa2JfigaNcs,1469,101191,215
Daniel Goldstein: The battle between your present and future self,t1Z_oufuQg4,3635,317293,247
Karen Tse: How to stop torture,5NWKsEbc3XU,23,1992,4
Alberto Cairo: There are no scraps of men,1QX7aoxSTAQ,2033,114557,149
AJ Jacobs: How healthy living nearly killed me,J-I2eScPkEw,5283,734513,752
Jane Fonda: Life's third act,IHyR7p6_hn0,3543,273390,413
Paddy Ashdown: The global power shift,zuAj2F54bdo,1970,142170,392
"Sebastian Wernicke: 1,000 TED Talks in six words",XZ3nEK1qSkA,600,47715,182
"Nate Garvis: Change our culture, change our world",yaT4RGhB9ac,213,51454,6
Michelle Borkin: Can astronomers help doctors?,Q8w9Flrcedg,1,173,1
Tyler Cowen: Be suspicious of simple stories,RoEEDKwzNBw,1665,168163,79
"Lauren Hodge, Shree Bose + Naomi Shah: Award-winning teenage science in action",sHJZRPWXQ9s,999,84148,0
Jonas Gahr Støre: In defense of dialogue,3lxyi_3CGrk,603,46762,136
Drew Berry: Animations of unseeable biology,WFCvkkDSfIU,61624,2606748,4570
"Morley: ""Women of Hope""",Ji0EWJd-GZQ,331,35416,139
"Kirk Sorensen: Thorium, an alternative nuclear fuel",kybenSq0KPo,24678,1672156,2141
Charles Hazlewood + British Paraorchestra: The debut of the British Paraorchestra,FsGu5YTM1NI,152,33399,33
Sonaar Luthra: Meet the Water Canary,gv1ApCmctVQ,484,24329,84
Alain de Botton: Atheism 2.0,2Oe6HUgrRlQ,30616,1477686,5252
Mikko Hypponen: Three types of online attack,VM7HQ_zbdIw,1710,100867,103
Clay Shirky: Why SOPA is a bad idea,9h2dF-IsH0I,9726,509371,809
Sheena Iyengar: How to make choosing easier,1pq5jnM1C-A,4971,575409,197
Scott Rickard: The beautiful math behind the world's ugliest music,RENk9PK06AQ,48900,4583592,9972
Bilal Bomani: Plant fuels that could power a jet,Kqm9AEvJgxU,123,9040,9
Julian Baggini: Is there a real you?,Q80MfH7xPPE,3360,215444,135
Lisa Harouni: A primer on 3D printing,OhYvDS7q_V8,2103,236978,464
Diana Nyad: Extreme swimming with the world's most dangerous jellyfish,c6mhFgAjqwA,2391,152060,204
Brian Goldman: Doctors make mistakes. Can we talk about that?,iUbfRzxNy20,7299,395271,440
"Gayle Tzemach Lemmon: Women entrepreneurs, example not exception",rTBfuoysQYQ,37,1911,1
Bjarke Ingels: Hedonistic sustainability,ogXT_CI7KRU,3404,325375,113
Mick Mountz: What happens inside those massive warehouses?,9UiK4llJOXc,213,20383,9
Peter van Uhm: Why I chose a gun,LjAsM1vAhW0,126278,3942072,16299
Bill Doyle: Treating cancer with electric fields,td5Ld3nURAI,2273,189933,346
Shawn Achor: The happy secret to better work,fLJsdqxnZb0,58778,4336595,1066
Erica Frenkel: The universal anesthesia machine,4DI3AAAiF6w,32,4342,2
Danny Hillis: Back to the future (of 1994),gdg4mU-wuhI,1253,81012,193
Mike deGruy: Hooked by an octopus,ww4kNxYE0c4,1084,74207,89
Aleph Molinari: Let's bridge the digital divide!,kaxCRnZ_CLg,357,84559,20
Nancy Duarte: The secret structure of great talks,1nYFpuc2Umk,9070,1080942,171
Neil Burgess: How your brain tells you where you are,Zd71719_G8Y,1437,121874,115
"Stephen Coleman: Non-lethal weapons, a moral hazard?",GCA93_exJDw,216,16279,25
"Sheikha Al Mayassa: Globalizing the local, localizing the global",nItwVO9stX8,3672,348402,552
Jack Horner: Where are the baby dinosaurs?,kQa11RMCeSI,28478,1673221,3014
Erik Johansson: Impossible photography,mc0vhSseGk4,17578,1964151,672
Drew Dudley: Everyday leadership,uAy6EawKKME,10289,1132150,479
Keith Nolan: Deaf in the military,gtKTcPq7XBs,2962,352937,333
Tyrone Hayes + Penelope Jagessar Chaffer: The toxic baby,X9NFPZGyDPg,1573,121102,187
Jenna McCarthy: What you don't know about marriage,Y8u42OjH0ss,36182,3685639,5069
"Inara George: ""Family Tree""",2MgfzNHlMco,15,658,0
Lucien Engelen: Crowdsource your health,dWZP8cUEB7Y,266,24562,33
Simon Berrow: How do you save a shark you know nothing about?,vIPyXQesFhk,86,8032,7
Paul Conneally: How mobile phones power disaster relief,8XB2v-DqBug,21,1697,1
Garth Lenz: The true cost of oil,84zIj_EdQdM,2615,233911,527
Lucianne Walkowicz: Look up for a change,FwzladrnlcE,3,62,1
Neil MacGregor: 2600 years of history in one object,QpmsftF2We4,2812,212980,351
Chris Bliss: Comedy is translation,v3-ZTqj2_kw,1098,62101,150
Shilo Shiv Suleman: Using tech to enable dreaming,lJGtXuCmZBM,808,52898,236
"Shlomo Benartzi: Saving for tomorrow, tomorrow",gzcw_02ZB1o,2110,235579,190
Tan Le: My immigration story,hCop3IGZH2o,3963,414173,423
Avi Rubin: All your devices can be hacked,metkEeZvHTg,2179,324855,85
Jeffrey Kluger: The sibling bond,aFBIPO-P7LM,8351,648194,473
Kevin Allocca: Why videos go viral,BpxVIwCbBK0,8259,862827,531
Paul Snelgrove: A census of the ocean,pmPw_6fAFQM,51,3214,2
Daniel Pauly: The ocean's shifting baseline,Hui5YH-D6Go,332,19289,9
Peter Diamandis: Abundance is our future,BltRufe5kkI,7933,500314,988
Paul Gilding: The Earth is full,DZT6YpCsapg,3719,351948,1566
Vijay Kumar: Robots that fly ... and cooperate,4ErEBkj_3PY,18480,2186916,1221
Susan Cain: The power of introverts,c0KYU2j0TM4,428381,16856566,18919
Bryan Stevenson: We need to talk about an injustice,c2tOp7OxyQ8,37662,1885982,1658
Andrew Stanton: The clues to a great story,KxDwieKpawg,78325,3028065,1412
James Hansen: Why I must speak out about climate change,fWInyaMWBY8,4793,348363,3088
Jennifer Pahlka: Coding a better government,n4EhJ898r-k,1600,97776,324
Improv Everywhere: A TED speaker's worst nightmare,nw52e0dfCaA,8082,965205,1188
Kelli Anderson: Design to challenge reality,dvI5JuB6ThE,901,117332,33
Larry Smith: Why you will fail to have a great career,iKHTawgyKWQ,64533,4198211,4080
Greg Gage: The cockroach beatbox,tr4gWi9Jf6k,7650,908960,636
Chris Anderson (TED): Questions no one knows the answers to,7SWvDHvWXok,541178,29296293,40001
David Gallo: Deep ocean mysteries and wonders,Uqly8ERIkHM,13732,1147516,617
Adam Savage: How simple ideas lead to scientific discoveries,F8UFGu2M2gM,45354,3090623,1138
"Jonathan Haidt: Religion, evolution, and the ecstasy of self-transcendence",2MYsx6WArKY,6580,352951,903
Rob Reid: The $8 billion iPod,GZadCj8O1-0,16636,951249,821
Brené Brown: Listening to shame,psN1DORYYV0,123620,7631218,2464
Scott Summit: Beautiful artificial limbs,fir5HI0Gwrc,714,79916,42
Mark Raymond: Victims of the city,ZdP3XlMDDb4,253,50539,24
T. Boone Pickens: Let's transform energy -- with natural gas,aIFFFGf1ZRE,1012,98507,390
Noel Bairey Merz: The single biggest health threat women face,1bnzVjOJ6NM,528,66208,206
"Taylor Wilson: Yup, I built a nuclear fusion reactor",9B0PaSznWJE,6703,722958,1817
"Billy Collins: Everyday moments, caught in time",ddw1_3ZVjTE,3504,319169,170
Jer Thorp: Make data more human,Q9wcvFkWpsM,525,60660,8
Peter Saul: Let's talk about dying,lkvKGafoyIY,5467,402770,836
Donald Sadoway: The missing link to renewable energy,Sddb0Khx0yA,12351,772046,1483
Regina Dugan: From mach-20 glider to hummingbird drone,V_LurJfOSiA,2270,198305,468
"Leymah Gbowee: Unlock the intelligence, passion, greatness of girls",QxkxcsrveLw,2869,195848,285
"Ayah Bdeir: Building blocks that blink, beep and teach",YguB-keZ4Tk,2291,200653,180
Marco Tempest: A magical tale (with augmented reality),C4pHP-pgwlI,2396,215576,156
Daniel Schnitzer: Inventing is the easy part. Marketing takes work,4C-LY9Qlr_0,138,56185,9
Rick Falkvinge: I am a pirate,zsI3-IEWgFg,1490,94805,70
Tierney Thys +  Plankton Chronicles Project: The secret life of plankton,xFQ_fO2D7f0,34490,2082114,1587
"Sherry Turkle: Connected, but alone?",t7Xr3AsBEK4,31519,2079999,3202
"Chip Kidd: Designing books is no laughing matter. OK, it is.",cC0KxNeLp1E,29532,989005,1073
Jack Choi: On the virtual dissection table,HxMGItCnINE,868,92427,170
Lucy McRae: How can technology transform the human body?,O4g60zB4Un4,1357,138541,368
"Carvens Lissaint: ""Put the financial aid in the bag""",iMGRpzf2RL8,2361,304184,170
Jonathan Foley: The other inconvenient truth,uJhgGbRA6Hk,2836,393888,697
Frank Warren: Half a million secrets,c0H1zU2ytxA,7218,715704,252
Frans de Waal: Moral behavior in animals,GcJxRqTs5nk,31822,1956683,1712
Melinda Gates: Let's put birth control back on the agenda,PNKbbSniAig,292,22904,92
Tal Golesworthy: How I repaired my own heart,9-qHrhrTktc,1537,98373,154
Abigail Washburn: Building US-China relations ... by banjo,RDIy58g9n2k,1518,116869,145
Atul Gawande: How do we heal medicine?,L3QkaS249Bc,5170,501583,208
Drew Curtis: How I beat a patent troll,E_lb3D7Ay-M,3399,156765,317
Taryn Simon: The stories behind the bloodlines,vvhiN_qq6oo,639,56082,129
Laura Carstensen: Older people are happier,CAdJcnrSgR8,83,14943,9
Christina Warinner: Tracking ancient diseases using ... plaque,4ZB29iq_Zd8,580,45376,44
Brian Greene: Is our universe the only universe?,Vx2RcUQNh6Q,30782,2044370,1686
Michael Norton: How to buy happiness,PsihkFWDt3Y,6677,729473,404
Jon Bergmann: Just how small is an atom?,yQP4UJhNn0I,92362,7670578,7063
Eduardo Paes: The 4 commandments of cities,B8Z2G7d2kzs,731,66840,170
Nancy Lublin: Texting that saves lives,SItBgBy_oZk,117,14808,3
Joe Smith: How to use a paper towel,2FMBSblpcrc,20947,3796335,2559
Brenda Romero: Gaming for understanding,1yVdhRyTxaM,526,27616,12
Liz Diller: A new museum wing ... in a giant bubble,yxi-yA_loYo,58,9390,12
Amory Lovins: A 40-year plan for energy,ZHOyfyGwpes,2353,142197,313
Reuben Margolin: Sculpting waves in wood and time,_L052IOoX0Y,959,48558,88
Gary Kovacs: Tracking our online trackers,f_f5wNw-2c0,2390,178416,232
Rory Sutherland: Perspective is everything,iueVZJVEmEs,31595,1424520,717
Tavi Gevinson: A teen just trying to figure it out,E22icGCvGXk,965,53137,27
Rick Guidotti: From stigma to supermodel,I4PU2JlhO80,145,13426,7
Michael Tilson Thomas: Music and emotion through time,FD5ZKi-moMU,10516,670125,530
JP Rangaswami: Information is food,3A1LvXRnpVg,1090,70198,96
"Karen Bass: Unseen footage, untamed nature",LI8ix9IghkY,1422,103341,123
Joshua Foer: Feats of memory anyone can do,U6PoUg7jXsA,32432,1799513,1026
"Renny Gleeson: 404, the story of a page not found",eHrcRqu_Es4,2465,226404,187
José Bowen: Beethoven the businessman,Jl3gnP4uG2o,181,40837,21
Bart Knols: 3 new ways to kill mosquitoes,iVcJmZcxlIY,690,19432,86
Tali Sharot: The optimism bias,B8rmi95pYL0,6509,557684,388
Jean-Baptiste Michel: The mathematics of history,Jrjxu-eLYAo,667,37762,63
David Kelley: How to build your creative confidence,16p9YRF0l-g,31715,2351566,757
Carl Schoonover: How to look inside the brain,sYhMAjfdxD8,56,4983,0
JR: One year of turning the world inside out,Gn2W3X_pGh4,1121,200115,252
"Michael McDaniel: Cheap, effective shelter for disaster relief",rx1cyKs3ysg,188,16718,14
Melissa Garren: The sea we've hardly seen,xjuY3lUfkK8,104,34522,5
Nathan Wolfe: What's left to explore?,BGfeBewgdQE,76,3886,5
Hans Rosling: Religions and babies,ezVk1ahRF78,34455,1662495,2299
Philippe Petit: The journey across the high wire,k3zZVQPaKKQ,2948,151497,177
Shereen El-Feki: HIV -- how to fight an epidemic of bad laws,O0JDDyqtSVY,623,43929,229
Reggie Watts: Beats that defy boxes,BdHK_r9RXTc,158645,10565573,11130
David MacKay: A reality check on renewables,E0W1ZZYIV8o,13006,982397,3634
Ken Goldberg: 4 lessons from robots about being human,klBwPWL69P8,178,14542,5
William Noel: Revealing the lost codex of Archimedes,VqtEppZmjfw,3202,121080,303
Dalia Mogahed: The attitudes that sparked Arab Spring,RG5QP2EVUVY,1467,91661,276
Sebastian Deterding: What your designs say about you,h1Yg1rURKR0,440,33244,81
Quixotic Fusion: Dancing with light,PKIvop5hJ90,2654,391586,222
Seth Shostak: ET is (probably) out there -- get ready,t0m8WdR1FcQ,2949,266766,1071
David Birch: A new way to stop identity theft,IZjPnaifVIM,305,49275,20
Juan Enriquez: Will our kids be a different species?,Syi9bqfFIdY,4648,203750,620
Diane Kelly: What we didn't know about penis anatomy,upAqkaOV3vA,6,1392,0
Terry Moore: Why is 'x' the unknown?,YX_OxBfsvbk,13114,718599,878
Damian Palin: Mining minerals from seawater,nZk_BQm_vZU,269,14169,23
"John Hodgman: Design, explained.",EYgoqiX15Rw,1220,96995,200
Ami Klin: A new way to diagnose autism,b-J8d1zfRIM,570,50007,83
John Hockenberry: We are all designers,ti_i-M3pk5M,1052,54062,87
Rebecca Onie: What if our healthcare system kept us healthy?,BoRUrWcdkQ4,1689,156015,408
Beeban Kidron: The shared wonder of film,J-LQxBbQPTY,962,50858,88
Sarah Parcak: Archaeology from space,YFC5CwZVCEw,1274,113136,188
LZ Granderson: The myth of the gay agenda,CstD6O95L-o,6482,282056,2390
Rodney Mullen: Pop an ollie and innovate!,3GVO-MfIl1Q,80102,2931275,4193
Megan Kamerick: Women should represent women in media,rufeS-lZJg8,136,14175,3
David R. Dow: Lessons from death row inmates,HYzrdn7YLCM,38831,2779453,2866
Ivan Oransky: Are we over-medicalized?,GIbz9ms9Z9k,699,54310,104
Marco Tempest: The electric rise and fall of Nikola Tesla,V-WkUKP1l3c,4687,342660,312
"Peter Norvig: The 100,000-student classroom",tYclUdcsdeo,1271,98167,75
Wolfgang Kessling: How to air-condition outdoor spaces,vwTDeT4v7RM,571,45185,134
Jon Nguyen: Tour the solar system from home,UtNHCwmWYhY,122,22447,7
Nirmalya Kumar: India's invisible innovation,iyfdWsa1zns,216,13085,8
E.O. Wilson: Advice to a young scientist,ptJg2GScPEQ,204,6893,12
Rives: Reinventing the encyclopedia game,z_rrcpN9Hoc,79,9880,1
Massimo Banzi: How Arduino is open-sourcing imagination,eFCk3qWmCoo,198,15901,7
Don Tapscott: Four principles for the open world,jfqwHT3u1-8,2224,118646,155
Elyn Saks: A tale of mental illness -- from the inside,f6CILJA110Y,19135,1281910,974
Boaz Almog: The levitating superconductor,PXHczjOg06w,11308,775319,1088
Alanna Shaikh: How I'm preparing to get Alzheimer's,J8FyHI00ELY,1856,119727,259
Raghava KK: What's your 200-year plan?,XAjalGXoLOA,22,3342,5
Cesar Harada: A novel idea for cleaning up oil spills,iNDXvJjSniI,1465,69477,153
Usman Riaz + Preston Reed: A young guitarist meets his hero,iIwbuS526PI,47305,3432739,1478
Jane McGonigal: The game that can give you 10 extra years of life,lfBpsV1Hwqs,19632,1176027,1332
Jonathan Eisen: Meet your microbes,27lMmdmy-b8,382,35269,9
"Chris Gerdes: The future race car -- 150mph, and no driver",_H5T8SchLm8,0,24,0
Marc Goodman: A vision of crimes in the future,-E97Kgi0sR4,2737,222275,889
Jared Ficklin: New ways to see music (with color! and fire!),Jc9RdbHEFa0,808,41818,108
Todd Humphreys: How to fool a GPS,r4UdHE3JNnU,1608,230549,155
Gabriel Barcia-Colombo: Capturing memories in video art,i63jTStjZSQ,535,37471,39
Mina Bissell: Experiments that point to a new understanding of cancer,xukDIWFMU9Y,2032,104444,174
Jamie Drummond: Let's crowdsource the world's goals,TMKmUqk865g,22,1139,6
Baba Shiv: Sometimes it's good to give up the driver's seat,eIqYWIL45es,13,1654,1
Matt Mills: Image recognition that triggers augmented reality,frrZbq2LpwI,2115,237940,190
Neil Harbisson: I listen to color,ygRNoieAnzI,15242,836965,1045
John Graham-Cumming: The greatest machine that never was,4BaJ8zS49v4,252,18324,4
Vinay Venkatraman: Technology crafts for the digitally underserved,g_3iLapiTCw,155,13393,4
James Stavridis: A Navy Admiral's thoughts on global security,2TnoQBitbNg,150,20977,19
Malte Spitz: Your phone company is watching,Gv7Y0W0xmYQ,2275,141846,303
Tracy Chevalier: Finding the story inside the painting,nCg2NcGYu34,3010,268665,238
Ramesh Raskar: Imaging at a trillion frames per second,Y_9vd4HWlVA,53639,3215125,3249
Michael Hansmeyer: Building unimaginable shapes,pACNKOLZizE,140,5147,9
Noah Wilson-Rich: Every city needs healthy honey bees,DwGoZA8ZpHo,604,41375,60
Giles Duley: When a reporter becomes the story,lxxoOJVedlQ,527,87456,15
Michael Anti: Behind the Great Firewall of China,yrcaHGqTqHk,5666,336346,1376
Stephen Ritz: A teacher growing green in the South Bronx,RF6qTlgtHU0,2669,143582,214
Daphne Koller: What we're learning from online education,U6FvJ6jMGHU,9256,673656,639
Becci Manson: (Re)touching lives through photos,9JKy6ZfmBn0,1404,77751,79
Mark Applebaum: The mad scientist of music,46w99bZ3W_M,54961,4733656,5994
Hannah Fry: Is life really that complex?,LnQYJa9-aR0,5559,603966,496
Scilla Elworthy: Fighting with nonviolence,mk3K_Vrve-E,2993,269081,437
Margaret Heffernan: Dare to disagree,PY_kd46RfVE,6351,592999,270
Max Little: A test for Parkinson's with a phone call,ey9-ajrqTco,47,3537,5
Pam Warhurst: How we can eat our landscapes,4KmKoj4RSZw,2863,196252,184
Kirby Ferguson: Embrace the remix,Ltbi0uHZpOs,255,10341,12
Lisa Kristine: Photos that bear witness to modern slavery,9TPFLHvn024,3797,304921,438
Mark Forsyth: What's a snollygoster? A short lesson in political speak,MJnK2DFapWQ,96,6209,5
Ivan Krastev: Can democracy exist without trust?,RRzK9u75XUg,71,3289,5
Caitria + Morgan O'Neill: How to step up in the face of disaster,sTA9egEBPts,571,52045,55
Jon Ronson: Strange answers to the psychopath test,xYemnKEKx0c,473783,24694406,23926
"Timothy Prestero: Design for people, not awards",WpldYJ3sSIo,1733,92964,116
